Student_ID,First_Name,Last_Name,Full_School_Name,School,Grade,Gender,Race,Ethnicity,Street,City,State,Zip,Lat,Lon,Address,Students,Grade_for_Sorting
40426,Keith,Reeves,Chestnut Academy,CA,1,Male,Asian,Hispanic,,,,,,,,1,1
40406,Zachary,Richard,Chestnut Academy,CA,1,Male,African American,Non-Hispanic,,,,,,,,1,1
40646,David,Robinson,Chestnut Academy,CA,1,Male,White,Non-Hispanic,,,,,,,,1,1
42463,Chelsea,Sanders,Chestnut Academy,CA,1,Female,African American,Hispanic,,,,,,,,1,1
43226,Michelle,Simpson,Chestnut Academy,CA,1,Female,White,Hispanic,,,,,,,,1,1
40365,John,Smith,Chestnut Academy,CA,1,Male,African American,Non-Hispanic,,,,,,,,1,1
40267,Justin,Smith,Chestnut Academy,CA,1,Male,American Indian,Non-Hispanic,,,,,,,,1,1
41881,Jimmy,Snow,Chestnut Academy,CA,1,Male,African American,Hispanic,,,,,,,,1,1
43300,Tara,Spencer,Chestnut Academy,CA,1,Female,White,Non-Hispanic,,,,,,,,1,1
43306,Katherine,Stanley,Chestnut Academy,CA,1,Female,Asian,Non-Hispanic,,,,,,,,1,1
42070,Sandra,Taylor,Chestnut Academy,CA,1,Female,African American,Non-Hispanic,,,,,,,,1,1
43162,Linda,Thompson,Chestnut Academy,CA,1,Female,White,Non-Hispanic,,,,,,,,1,1
42403,Carolyn,Turner,Chestnut Academy,CA,1,Female,Asian,Hispanic,,,,,,,,1,1
42586,Kelly,Valentine,Chestnut Academy,CA,1,Female,African American,Hispanic,,,,,,,,1,1
43600,Alicia,Vance,Chestnut Academy,CA,1,Female,Asian,Hispanic,,,,,,,,1,1
42646,Sandra,Vasquez,Chestnut Academy,CA,1,Female,African American,Non-Hispanic,,,,,,,,1,1
43884,Kara,Vazquez,Chestnut Academy,CA,1,Female,African American,Hispanic,,,,,,,,1,1
41637,Jay,Wallace,Chestnut Academy,CA,1,Male,African American,Non-Hispanic,,,,,,,,1,1
42104,Susan,Wang,Chestnut Academy,CA,1,Female,White,Non-Hispanic,,,,,,,,1,1
41695,James,Watson,Chestnut Academy,CA,1,Male,White,Hispanic,,,,,,,,1,1
43095,Patricia,White,Chestnut Academy,CA,1,Female,Asian,Hispanic,,,,,,,,1,1
41965,Christopher,Williams,Chestnut Academy,CA,1,Male,White,Hispanic,,,,,,,,1,1
42026,Kristen,Williams,Chestnut Academy,CA,1,Female,Asian,Hispanic,,,,,,,,1,1
42673,Tammie,Williams,Chestnut Academy,CA,1,Female,White,Hispanic,,,,,,,,1,1
41138,Eddie,Woods,Chestnut Academy,CA,1,Male,Asian,Non-Hispanic,,,,,,,,1,1
41119,Michael,Acosta,Chestnut Academy,CA,10,Male,African American,Hispanic,,,,,,,,1,10
40111,Justin,Allen,Chestnut Academy,CA,10,Male,Asian,Hispanic,,,,,,,,1,10
41463,Daniel,Ashley,Chestnut Academy,CA,10,Male,African American,Non-Hispanic,,,,,,,,1,10
43328,Theresa,Ball,Chestnut Academy,CA,10,Female,White,Hispanic,,,,,,,,1,10
43364,Olivia,Ballard,Chestnut Academy,CA,10,Female,African American,Non-Hispanic,,,,,,,,1,10
43627,Kelsey,Barnes,Chestnut Academy,CA,10,Female,American Indian,Hispanic,,,,,,,,1,10
41671,Carlos,Barron,Chestnut Academy,CA,10,Male,White,Hispanic,,,,,,,,1,10
42432,Valerie,Bishop,Chestnut Academy,CA,10,Female,American Indian,Hispanic,,,,,,,,1,10
41411,Bradley,Cantrell,Chestnut Academy,CA,10,Male,White,Non-Hispanic,,,,,,,,1,10
42221,Amanda,Clark,Chestnut Academy,CA,10,Female,White,Non-Hispanic,,,,,,,,1,10
43353,Jackie,Clark,Chestnut Academy,CA,10,Female,White,Hispanic,,,,,,,,1,10
40116,Patrick,Cruz,Chestnut Academy,CA,10,Male,Asian,Non-Hispanic,,,,,,,,1,10
41353,Shawn,Cruz,Chestnut Academy,CA,10,Male,African American,Non-Hispanic,,,,,,,,1,10
40893,Joshua,Curtis,Chestnut Academy,CA,10,Male,White,Non-Hispanic,,,,,,,,1,10
42717,Taylor,Davidson,Chestnut Academy,CA,10,Female,White,Non-Hispanic,,,,,,,,1,10
43856,Krystal,Davila,Chestnut Academy,CA,10,Female,White,Non-Hispanic,,,,,,,,1,10
43915,Emily,Dorsey,Chestnut Academy,CA,10,Female,African American,Non-Hispanic,,,,,,,,1,10
42507,Barbara,Doyle,Chestnut Academy,CA,10,Female,African American,Non-Hispanic,,,,,,,,1,10
40409,David,Espinoza,Chestnut Academy,CA,10,Male,Asian,Hispanic,,,,,,,,1,10
40884,Robert,Ewing,Chestnut Academy,CA,10,Male,African American,Hispanic,,,,,,,,1,10
40341,Donald,Garcia,Chestnut Academy,CA,10,Male,White,Hispanic,,,,,,,,1,10
41915,Aaron,Garrett,Chestnut Academy,CA,10,Male,American Indian,Non-Hispanic,,,,,,,,1,10
42589,Cynthia,Green,Chestnut Academy,CA,10,Female,American Indian,Non-Hispanic,,,,,,,,1,10
40098,Chad,Griffin,Chestnut Academy,CA,10,Male,American Indian,Hispanic,,,,,,,,1,10
42127,Sabrina,Hall,Chestnut Academy,CA,10,Female,African American,Hispanic,,,,,,,,1,10
40424,Anthony,Hanson,Chestnut Academy,CA,10,Male,Asian,Hispanic,,,,,,,,1,10
43086,Melissa,Hawkins,Chestnut Academy,CA,10,Female,African American,Non-Hispanic,,,,,,,,1,10
43346,Brianna,Henderson,Chestnut Academy,CA,10,Female,American Indian,Non-Hispanic,,,,,,,,1,10
43641,Whitney,Hunter,Chestnut Academy,CA,10,Female,White,Hispanic,,,,,,,,1,10
41870,Brett,James,Chestnut Academy,CA,10,Male,African American,Non-Hispanic,,,,,,,,1,10
42359,Erin,Johnson,Chestnut Academy,CA,10,Female,African American,Non-Hispanic,,,,,,,,1,10
40574,Jason,Johnson,Chestnut Academy,CA,10,Male,White,Non-Hispanic,,,,,,,,1,10
41212,Joshua,Jones,Chestnut Academy,CA,10,Male,Asian,Non-Hispanic,,,,,,,,1,10
41093,Andrew,Landry,Chestnut Academy,CA,10,Male,White,Non-Hispanic,,,,,,,,1,10
41134,Gary,Lewis,Chestnut Academy,CA,10,Male,White,Non-Hispanic,,,,,,,,1,10
41235,Patrick,Little,Chestnut Academy,CA,10,Male,White,Non-Hispanic,,,,,,,,1,10
43607,Catherine,Mcdowell,Chestnut Academy,CA,10,Female,Asian,Non-Hispanic,,,,,,,,1,10
43459,Christine,Mcpherson,Chestnut Academy,CA,10,Female,African American,Hispanic,,,,,,,,1,10
43794,Angelica,Medina,Chestnut Academy,CA,10,Female,White,Non-Hispanic,,,,,,,,1,10
41666,Christopher,Morgan,Chestnut Academy,CA,10,Male,White,Non-Hispanic,,,,,,,,1,10
40147,Stephen,Murphy,Chestnut Academy,CA,10,Male,African American,Non-Hispanic,,,,,,,,1,10
41169,Derrick,Murray,Chestnut Academy,CA,10,Male,White,Non-Hispanic,,,,,,,,1,10
40752,James,Norton,Chestnut Academy,CA,10,Male,Asian,Hispanic,,,,,,,,1,10
42482,Joann,Patel,Chestnut Academy,CA,10,Female,White,Non-Hispanic,,,,,,,,1,10
40288,Justin,Pierce,Chestnut Academy,CA,10,Male,White,Hispanic,,,,,,,,1,10
43709,Brittany,Pittman,Chestnut Academy,CA,10,Female,White,Non-Hispanic,,,,,,,,1,10
40178,Jacob,Raymond,Chestnut Academy,CA,10,Male,White,Non-Hispanic,,,,,,,,1,10
43678,Jamie,Reynolds,Chestnut Academy,CA,10,Female,Asian,Hispanic,,,,,,,,1,10
42831,Margaret,Roberts,Chestnut Academy,CA,10,Female,Asian,Non-Hispanic,,,,,,,,1,10
40510,Martin,Roberts,Chestnut Academy,CA,10,Male,White,Hispanic,,,,,,,,1,10
41748,Vincent,Roberts,Chestnut Academy,CA,10,Male,Asian,Non-Hispanic,,,,,,,,1,10
40825,Christopher,Robertson,Chestnut Academy,CA,10,Male,African American,Non-Hispanic,,,,,,,,1,10
43932,Theresa,Rodriguez,Chestnut Academy,CA,10,Female,Asian,Non-Hispanic,,,,,,,,1,10
40679,Steven,Rosales,Chestnut Academy,CA,10,Male,African American,Non-Hispanic,,,,,,,,1,10
40542,Jonathan,Sanchez,Chestnut Academy,CA,10,Male,American Indian,Non-Hispanic,,,,,,,,1,10
40121,Nicholas,Saunders,Chestnut Academy,CA,10,Male,African American,Hispanic,,,,,,,,1,10
40006,Kevin,Scott,Chestnut Academy,CA,10,Male,African American,Hispanic,,,,,,,,1,10
41791,Robert,Scott,Chestnut Academy,CA,10,Male,African American,Non-Hispanic,,,,,,,,1,10
40381,Charles,Shah,Chestnut Academy,CA,10,Male,White,Hispanic,,,,,,,,1,10
42812,Megan,Simmons,Chestnut Academy,CA,10,Female,African American,Non-Hispanic,,,,,,,,1,10
40855,Brian,Simon,Chestnut Academy,CA,10,Male,African American,Hispanic,,,,,,,,1,10
40505,Brian,Smith,Chestnut Academy,CA,10,Male,African American,Non-Hispanic,,,,,,,,1,10
43659,Jennifer,Stevenson,Chestnut Academy,CA,10,Female,Asian,Non-Hispanic,,,,,,,,1,10
41238,Zachary,Thompson,Chestnut Academy,CA,10,Male,White,Hispanic,,,,,,,,1,10
42079,Shawna,Turner,Chestnut Academy,CA,10,Female,Asian,Non-Hispanic,,,,,,,,1,10
40284,John,Vaughan,Chestnut Academy,CA,10,Male,Asian,Non-Hispanic,,,,,,,,1,10
42871,Hannah,Velasquez,Chestnut Academy,CA,10,Female,Asian,Hispanic,,,,,,,,1,10
40205,William,Walters,Chestnut Academy,CA,10,Male,African American,Non-Hispanic,,,,,,,,1,10
42183,Christine,Waters,Chestnut Academy,CA,10,Female,Asian,Non-Hispanic,,,,,,,,1,10
43614,Diane,Watkins,Chestnut Academy,CA,10,Female,Asian,Non-Hispanic,,,,,,,,1,10
41838,Joseph,White,Chestnut Academy,CA,10,Male,African American,Non-Hispanic,,,,,,,,1,10
40433,Gerald,Williams,Chestnut Academy,CA,10,Male,African American,Non-Hispanic,,,,,,,,1,10
43212,Hannah,Williams,Chestnut Academy,CA,10,Female,Asian,Hispanic,,,,,,,,1,10
41724,Philip,Williams,Chestnut Academy,CA,10,Male,African American,Non-Hispanic,,,,,,,,1,10
41295,Alexander,Wilson,Chestnut Academy,CA,10,Male,White,Non-Hispanic,,,,,,,,1,10
42561,Ashlee,Wilson,Chestnut Academy,CA,10,Female,White,Non-Hispanic,,,,,,,,1,10
40250,Christopher,Wilson,Chestnut Academy,CA,10,Male,African American,Hispanic,,,,,,,,1,10
43735,Cynthia,Wolfe,Chestnut Academy,CA,10,Female,White,Non-Hispanic,,,,,,,,1,10
42164,Sarah,Young,Chestnut Academy,CA,10,Female,African American,Non-Hispanic,,,,,,,,1,10
42031,Melissa,Alvarez,Chestnut Academy,CA,11,Female,White,Non-Hispanic,,,,,,,,1,11
40508,Phillip,Anderson,Chestnut Academy,CA,11,Male,Asian,Non-Hispanic,,,,,,,,1,11
43376,Allison,Armstrong,Chestnut Academy,CA,11,Female,White,Non-Hispanic,,,,,,,,1,11
40172,Christopher,Bailey,Chestnut Academy,CA,11,Male,White,Non-Hispanic,,,,,,,,1,11
42532,Jenny,Barnes,Chestnut Academy,CA,11,Female,Asian,Non-Hispanic,,,,,,,,1,11
40562,Harold,Benson,Chestnut Academy,CA,11,Male,Asian,Hispanic,,,,,,,,1,11
42237,Stephanie,Buchanan,Chestnut Academy,CA,11,Female,White,Non-Hispanic,,,,,,,,1,11
43445,Julia,Carter,Chestnut Academy,CA,11,Female,White,Hispanic,,,,,,,,1,11
43029,Katie,Chan,Chestnut Academy,CA,11,Female,White,Hispanic,,,,,,,,1,11
40070,James,Chase,Chestnut Academy,CA,11,Male,African American,Non-Hispanic,,,,,,,,1,11
42077,Jamie,Cordova,Chestnut Academy,CA,11,Female,African American,Hispanic,,,,,,,,1,11
40272,Stanley,Cuevas,Chestnut Academy,CA,11,Male,African American,Non-Hispanic,,,,,,,,1,11
41163,Michael,Davidson,Chestnut Academy,CA,11,Male,American Indian,Non-Hispanic,,,,,,,,1,11
42247,Lori,Davis,Chestnut Academy,CA,11,Female,White,Non-Hispanic,,,,,,,,1,11
42791,Stephanie,Davis,Chestnut Academy,CA,11,Female,White,Non-Hispanic,,,,,,,,1,11
42163,Kaitlyn,Dennis,Chestnut Academy,CA,11,Female,White,Hispanic,,,,,,,,1,11
40600,Timothy,Dixon,Chestnut Academy,CA,11,Male,White,Hispanic,,,,,,,,1,11
43621,Jessica,Donaldson,Chestnut Academy,CA,11,Female,White,Hispanic,,,,,,,,1,11
42698,Donna,Drake,Chestnut Academy,CA,11,Female,American Indian,Non-Hispanic,,,,,,,,1,11
43947,Brandi,Fisher,Chestnut Academy,CA,11,Female,Asian,Non-Hispanic,,,,,,,,1,11
40192,Travis,Flores,Chestnut Academy,CA,11,Male,White,Non-Hispanic,,,,,,,,1,11
43333,Christina,Franklin,Chestnut Academy,CA,11,Female,Asian,Non-Hispanic,,,,,,,,1,11
42660,Ann,Gutierrez,Chestnut Academy,CA,11,Female,White,Hispanic,,,,,,,,1,11
40415,Aaron,Hamilton,Chestnut Academy,CA,11,Male,African American,Non-Hispanic,,,,,,,,1,11
40928,David,Hartman,Chestnut Academy,CA,11,Male,Asian,Non-Hispanic,,,,,,,,1,11
41765,Andrew,Henderson,Chestnut Academy,CA,11,Male,African American,Non-Hispanic,,,,,,,,1,11
41959,Caleb,Hernandez,Chestnut Academy,CA,11,Male,African American,Non-Hispanic,,,,,,,,1,11
42963,Elizabeth,Hernandez,Chestnut Academy,CA,11,Female,Asian,Hispanic,,,,,,,,1,11
42565,Ann,Hill,Chestnut Academy,CA,11,Female,White,Non-Hispanic,,,,,,,,1,11
41918,Steven,Holden,Chestnut Academy,CA,11,Male,Asian,Non-Hispanic,,,,,,,,1,11
43912,Andrea,Hunt,Chestnut Academy,CA,11,Female,White,Non-Hispanic,,,,,,,,1,11
42177,Ashley,Huynh,Chestnut Academy,CA,11,Female,African American,Non-Hispanic,,,,,,,,1,11
40136,Mario,Johnson,Chestnut Academy,CA,11,Male,Asian,Hispanic,,,,,,,,1,11
43394,Michelle,Johnson,Chestnut Academy,CA,11,Female,African American,Non-Hispanic,,,,,,,,1,11
41878,Mark,Jones,Chestnut Academy,CA,11,Male,White,Non-Hispanic,,,,,,,,1,11
40803,Scott,Jones,Chestnut Academy,CA,11,Male,White,Non-Hispanic,,,,,,,,1,11
43725,Melissa,Kemp,Chestnut Academy,CA,11,Female,Asian,Hispanic,,,,,,,,1,11
42467,Vanessa,Lozano,Chestnut Academy,CA,11,Female,African American,Hispanic,,,,,,,,1,11
43452,Leah,Lyons,Chestnut Academy,CA,11,Female,African American,Non-Hispanic,,,,,,,,1,11
40492,Trevor,Martin,Chestnut Academy,CA,11,Male,Asian,Non-Hispanic,,,,,,,,1,11
40026,Marcus,Medina,Chestnut Academy,CA,11,Male,African American,Hispanic,,,,,,,,1,11
40735,John,Miller,Chestnut Academy,CA,11,Male,White,Non-Hispanic,,,,,,,,1,11
43460,Sarah,Miller,Chestnut Academy,CA,11,Female,African American,Non-Hispanic,,,,,,,,1,11
41709,John,Mills,Chestnut Academy,CA,11,Male,White,Non-Hispanic,,,,,,,,1,11
41124,Victor,Moore,Chestnut Academy,CA,11,Male,White,Hispanic,,,,,,,,1,11
42923,April,Morales,Chestnut Academy,CA,11,Female,White,Non-Hispanic,,,,,,,,1,11
41503,Hunter,Morris,Chestnut Academy,CA,11,Male,White,Non-Hispanic,,,,,,,,1,11
40491,Kyle,Olson,Chestnut Academy,CA,11,Male,African American,Hispanic,,,,,,,,1,11
43969,Jennifer,Palmer,Chestnut Academy,CA,11,Female,White,Hispanic,,,,,,,,1,11
41514,Joseph,Peterson,Chestnut Academy,CA,11,Male,White,Hispanic,,,,,,,,1,11
40240,Andres,Powers,Chestnut Academy,CA,11,Male,White,Hispanic,,,,,,,,1,11
43416,Mackenzie,Ramirez,Chestnut Academy,CA,11,Female,White,Non-Hispanic,,,,,,,,1,11
42932,Kimberly,Rodriguez,Chestnut Academy,CA,11,Female,Asian,Non-Hispanic,,,,,,,,1,11
43392,Michelle,Rodriguez,Chestnut Academy,CA,11,Female,White,Non-Hispanic,,,,,,,,1,11
41835,Douglas,Rogers,Chestnut Academy,CA,11,Male,Asian,Hispanic,,,,,,,,1,11
42527,Amy,Russo,Chestnut Academy,CA,11,Female,African American,Non-Hispanic,,,,,,,,1,11
42975,Amanda,Sanders,Chestnut Academy,CA,11,Female,Asian,Non-Hispanic,,,,,,,,1,11
41248,Taylor,Scott,Chestnut Academy,CA,11,Male,African American,Non-Hispanic,,,,,,,,1,11
42235,Vicki,Scott,Chestnut Academy,CA,11,Female,White,Hispanic,,,,,,,,1,11
40714,James,Silva,Chestnut Academy,CA,11,Male,African American,Non-Hispanic,,,,,,,,1,11
43525,Nicole,Smith,Chestnut Academy,CA,11,Female,White,Hispanic,,,,,,,,1,11
40624,David,Stephens,Chestnut Academy,CA,11,Male,White,Hispanic,,,,,,,,1,11
43897,Laurie,Taylor,Chestnut Academy,CA,11,Female,White,Non-Hispanic,,,,,,,,1,11
41876,Martin,Travis,Chestnut Academy,CA,11,Male,White,Non-Hispanic,,,,,,,,1,11
41512,David,Tucker,Chestnut Academy,CA,11,Male,White,Hispanic,,,,,,,,1,11
41213,Michael,Tucker,Chestnut Academy,CA,11,Male,African American,Non-Hispanic,,,,,,,,1,11
42489,Heather,Turner,Chestnut Academy,CA,11,Female,White,Non-Hispanic,,,,,,,,1,11
43689,Kristen,Underwood,Chestnut Academy,CA,11,Female,White,Non-Hispanic,,,,,,,,1,11
43765,Kim,Webster,Chestnut Academy,CA,11,Female,African American,Non-Hispanic,,,,,,,,1,11
43848,Victoria,Wiley,Chestnut Academy,CA,11,Female,African American,Non-Hispanic,,,,,,,,1,11
41491,William,Williams,Chestnut Academy,CA,11,Male,White,Non-Hispanic,,,,,,,,1,11
40493,Mark,Williamson,Chestnut Academy,CA,11,Male,Asian,Hispanic,,,,,,,,1,11
42643,Nancy,Wilson,Chestnut Academy,CA,11,Female,Asian,Non-Hispanic,,,,,,,,1,11
41131,James,Woodard,Chestnut Academy,CA,11,Male,White,Non-Hispanic,,,,,,,,1,11
42379,Rebecca,Woods,Chestnut Academy,CA,11,Female,White,Non-Hispanic,,,,,,,,1,11
42910,Evelyn,Alexander,Chestnut Academy,CA,12,Female,African American,Non-Hispanic,,,,,,,,1,12
40466,Christopher,Allen,Chestnut Academy,CA,12,Male,African American,Non-Hispanic,,,,,,,,1,12
40264,Daniel,Anderson,Chestnut Academy,CA,12,Male,White,Non-Hispanic,,,,,,,,1,12
43623,Meagan,Bailey,Chestnut Academy,CA,12,Female,White,Non-Hispanic,,,,,,,,1,12
41098,Eugene,Baker,Chestnut Academy,CA,12,Male,White,Non-Hispanic,,,,,,,,1,12
40488,Matthew,Ball,Chestnut Academy,CA,12,Male,White,Non-Hispanic,,,,,,,,1,12
42957,Sarah,Bates,Chestnut Academy,CA,12,Female,Asian,Hispanic,,,,,,,,1,12
42752,Cassandra,Bridges,Chestnut Academy,CA,12,Female,Asian,Non-Hispanic,,,,,,,,1,12
42892,Joanna,Bridges,Chestnut Academy,CA,12,Female,African American,Non-Hispanic,,,,,,,,1,12
41367,Robert,Burns,Chestnut Academy,CA,12,Male,Asian,Hispanic,,,,,,,,1,12
41159,Andrew,Cain,Chestnut Academy,CA,12,Male,Asian,Non-Hispanic,,,,,,,,1,12
43651,Kathleen,Callahan,Chestnut Academy,CA,12,Female,White,Non-Hispanic,,,,,,,,1,12
43391,Sophia,Camacho,Chestnut Academy,CA,12,Female,White,Hispanic,,,,,,,,1,12
40048,Raymond,Campbell,Chestnut Academy,CA,12,Male,White,Non-Hispanic,,,,,,,,1,12
41627,Nicholas,Castro,Chestnut Academy,CA,12,Male,African American,Non-Hispanic,,,,,,,,1,12
41605,Kerry,Chambers,Chestnut Academy,CA,12,Male,African American,Non-Hispanic,,,,,,,,1,12
41682,Ryan,Chavez,Chestnut Academy,CA,12,Male,White,Non-Hispanic,,,,,,,,1,12
41969,Brandon,Cobb,Chestnut Academy,CA,12,Male,White,Non-Hispanic,,,,,,,,1,12
41479,Ian,Colon,Chestnut Academy,CA,12,Male,African American,Non-Hispanic,,,,,,,,1,12
43493,Elizabeth,Cooper,Chestnut Academy,CA,12,Female,African American,Hispanic,,,,,,,,1,12
43244,Sarah,Craig,Chestnut Academy,CA,12,Female,African American,Non-Hispanic,,,,,,,,1,12
41635,Jeffrey,Curry,Chestnut Academy,CA,12,Male,African American,Non-Hispanic,,,,,,,,1,12
42025,Courtney,Davis,Chestnut Academy,CA,12,Female,White,Hispanic,,,,,,,,1,12
40232,Justin,Dominguez,Chestnut Academy,CA,12,Male,Asian,Hispanic,,,,,,,,1,12
41521,Matthew,Ferrell,Chestnut Academy,CA,12,Male,White,Non-Hispanic,,,,,,,,1,12
42257,Carolyn,Ford,Chestnut Academy,CA,12,Female,African American,Non-Hispanic,,,,,,,,1,12
42404,Amy,Garza,Chestnut Academy,CA,12,Female,White,Hispanic,,,,,,,,1,12
41276,Leslie,Gibson,Chestnut Academy,CA,12,Male,White,Non-Hispanic,,,,,,,,1,12
40073,Richard,Gomez,Chestnut Academy,CA,12,Male,African American,Hispanic,,,,,,,,1,12
43723,Deanna,Gonzalez,Chestnut Academy,CA,12,Female,Asian,Non-Hispanic,,,,,,,,1,12
42267,Cindy,Gutierrez,Chestnut Academy,CA,12,Female,Asian,Non-Hispanic,,,,,,,,1,12
40327,Jeremy,Harrison,Chestnut Academy,CA,12,Male,Asian,Non-Hispanic,,,,,,,,1,12
43006,Denise,Holmes,Chestnut Academy,CA,12,Female,African American,Non-Hispanic,,,,,,,,1,12
42530,Kristin,James,Chestnut Academy,CA,12,Female,African American,Hispanic,,,,,,,,1,12
42659,Regina,Johnson,Chestnut Academy,CA,12,Female,Asian,Hispanic,,,,,,,,1,12
41645,David,Jones,Chestnut Academy,CA,12,Male,American Indian,Non-Hispanic,,,,,,,,1,12
42834,Laura,Kelly,Chestnut Academy,CA,12,Female,Asian,Hispanic,,,,,,,,1,12
41048,Richard,Knight,Chestnut Academy,CA,12,Male,White,Non-Hispanic,,,,,,,,1,12
41758,Carl,Lee,Chestnut Academy,CA,12,Male,White,Hispanic,,,,,,,,1,12
41435,Ian,Lee,Chestnut Academy,CA,12,Male,African American,Hispanic,,,,,,,,1,12
42218,Mia,Lee,Chestnut Academy,CA,12,Female,Asian,Non-Hispanic,,,,,,,,1,12
41040,Michael,Lewis,Chestnut Academy,CA,12,Male,African American,Non-Hispanic,,,,,,,,1,12
43846,Lisa,Martinez,Chestnut Academy,CA,12,Female,White,Non-Hispanic,,,,,,,,1,12
43267,Danielle,May,Chestnut Academy,CA,12,Female,White,Non-Hispanic,,,,,,,,1,12
43075,Sherry,Mccormick,Chestnut Academy,CA,12,Female,White,Non-Hispanic,,,,,,,,1,12
